1024.0,0.0,0.11,0.02,0.0,0.07,0.01,0.29,0.06,1.16,0.26
2048.0,0.0,0.11,0.02,0.0,0.07,0.01,0.29,0.06,1.16,0.26
4096.0,0.0,0.11,0.02,0.0,0.07,0.01,0.29,0.06,1.16,0.26
8192.0,0.0,0.11,0.02,0.0,0.07,0.01,0.29,0.06,1.16,0.26
16384.0,0.0,0.11,0.02,0.0,0.07,0.01,0.29,0.06,1.16,0.26
1024.0,0.0,0.12,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.02
2048.0,0.0,0.12,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.02
4096.0,0.0,0.12,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.02
8192.0,0.0,0.12,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.02
16384.0,0.0,0.12,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.02
1024.0,0.0,0.11,0.01,0.0,0.04,0.01,0.14,0.03,0.58,0.13
2048.0,0.0,0.11,0.01,0.0,0.04,0.01,0.14,0.03,0.58,0.13
4096.0,0.0,0.11,0.01,0.0,0.04,0.01,0.14,0.03,0.58,0.13
8192.0,0.0,0.11,0.01,0.0,0.04,0.01,0.14,0.03,0.58,0.13
16384.0,0.0,0.11,0.01,0.0,0.04,0.01,0.14,0.03,0.58,0.13
1024.0,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.06
2048.0,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.06
4096.0,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.06
8192.0,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.06
16384.0,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.06
1024.0,0.0,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.01
2048.0,0.0,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.01
4096.0,0.0,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.01
8192.0,0.0,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.01
16384.0,0.0,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.01
1024.0,0.0,0.12,0.0,0.0,0.02,0.0,0.07,0.02,0.29,0.07
2048.0,0.0,0.12,0.0,0.0,0.02,0.0,0.07,0.02,0.29,0.07
4096.0,0.0,0.12,0.0,0.0,0.02,0.0,0.07,0.02,0.29,0.07
8192.0,0.0,0.12,0.0,0.0,0.02,0.0,0.07,0.02,0.29,0.07
16384.0,0.0,0.12,0.0,0.0,0.02,0.0,0.07,0.02,0.29,0.07
1024.0,0.01,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01
2048.0,0.01,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01
4096.0,0.01,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01
8192.0,0.01,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01
16384.0,0.01,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01
1024.0,0.0,0.11,0.0,0.0,0.01,0.0,0.04,0.01,0.15,0.04
2048.0,0.0,0.11,0.0,0.0,0.01,0.0,0.04,0.01,0.15,0.04
4096.0,0.0,0.11,0.0,0.0,0.01,0.0,0.04,0.01,0.15,0.04
8192.0,0.0,0.11,0.0,0.0,0.01,0.0,0.04,0.01,0.15,0.04
16384.0,0.0,0.11,0.0,0.0,0.01,0.0,0.04,0.01,0.15,0.04
